Recipe_id,Region,Sub_region,Continent,"Carbohydrate, by difference (g)",Energy (kcal),Protein (g),Total lipid (fat) (g)
10796,Italian,Italian,European,202.0645,4520.03,0.1067,423.0732
10797,Italian,Italian,European,44.3744,722.2418,114.5994,13.3515
10798,Italian,Italian,European,177.5371,985.18,20.969,26.615
10799,Italian,Italian,European,46.2351,1058.8907,63.6384,68.3902
10800,Italian,Italian,European,258.4809,3840.984,48.5986,304.9724
10801,Italian,Italian,European,28.4675,601.563,4.7716,54.6697
10802,Italian,Italian,European,131.408,2998.12,21.372,275.6
10803,Italian,Italian,European,8.9026,257.1711,18.1553,16.6562
10804,Italian,Italian,European,431.3317,7883.098,28.0635,690.846
10805,Italian,Italian,European,5.4244,253.658,1.4328,25.654
10806,Italian,Italian,European,35.694,237.3765,20.516,2.6717
10807,Italian,Italian,European,46.0882,2744.1969,464.6054,68.682
10808,Italian,Italian,European,200.1176,1869.7998,63.31,91.3242
10809,Italian,Italian,European,189.0722,897.68,38.8242,5.52
10810,Italian,Italian,European,0,4697.9,0,545
10811,Italian,Italian,European,129.8536,1327.63,29.5648,77.3008
10812,Italian,Italian,European,4.3965,147.785,2.4171,13.839
10813,Italian,Italian,European,0.0795,0.69,0.0945,0.0192
10814,Italian,Italian,European,22.9912,359.6503,16.0348,24.9712
10815,Italian,Italian,European,538.684,5116.3425,24.5132,342.9323
10816,Italian,Italian,European,24.447,110.5237,4.8585,1.0582
10817,Italian,Italian,European,7.3974,509.8822,1.1361,54.4834
10818,Italian,Italian,European,416.7235,2098.1615,71.9538,11.2705
10819,Italian,Italian,European,40.1241,644.5108,26.2637,44.7773
10820,Italian,Italian,European,630.1333,3591.5085,102.4576,67.9462
10821,Italian,Italian,European,13.1375,50.8677,0.0822,0.0294
10822,Italian,Italian,European,479.7473,5497.916,76.8765,382.834
10823,Italian,Italian,European,276.51,5378.5079,58.2168,452.699
10824,Italian,Italian,European,33.907,956.5975,98.6292,46.7947
10825,Italian,Italian,European,282.9578,4842.592,106.1356,376.4782
10826,Italian,Italian,European,217.0384,1508.4459,44.1515,54.0864
10827,Italian,Italian,European,579.9899,5974.089,99.4902,381.2703
10828,Italian,Italian,European,2.0788,9666.6761,0.3816,1069.2158
10829,Italian,Italian,European,322.4021,3489.8606,22.6708,244.1286
10830,Italian,Italian,European,85.732,1090.2664,16.7626,83.4523
10831,Italian,Italian,European,41.0523,2686.2626,129.8136,223.3033
10832,Italian,Italian,European,0,808.192,0,89.6
10833,Italian,Italian,European,476.7615,3236.775,95.7456,117.0321
10834,Italian,Italian,European,22.5611,135.655,8.9135,1.8379
10835,Italian,Italian,European,44.1889,199.212,8.3445,1.63
10836,Italian,Italian,European,312.0425,1776.0418,68.2172,52.1351
10837,Italian,Italian,European,309.2272,3221.816,39.7104,210.138
10838,Italian,Italian,European,85.9378,1331.9934,16.2037,110.2039
10839,Italian,Italian,European,213.6651,1944.65,55.3408,104.6794
10840,Italian,Italian,European,62.9419,274.603,11.3467,1.4693
10841,Italian,Italian,European,46.293,2757.5134,315.4556,138.055
10842,Italian,Italian,European,49.8518,1788.5571,260.7144,54.5762
10843,Italian,Italian,European,300.0984,2457.661,88.6584,103.9187
10844,Italian,Italian,European,41.9382,1130.7272,27.0812,100.0474
10845,Italian,Italian,European,402.9161,11475.7275,25.6467,1109.3882
10846,Italian,Italian,European,53.4117,581.6715,20.7053,31.6832
10847,Italian,Italian,European,418.9116,3919.888,62.466,235.1772
10848,Italian,Italian,European,,,,
10849,Italian,Italian,European,41.6026,710.7412,113.1898,13.1037
10850,Italian,Italian,European,377.7381,4236.135,55.6026,302.5516
10851,Italian,Italian,European,29.1914,3130.831,17.8611,333.1724
10852,Italian,Italian,European,42.4702,1430.1204,118.3465,86.9175
10853,Italian,Italian,European,57.8222,372.3599,11.5322,14.9408
10854,Italian,Italian,European,141.5299,1281.512,42.3365,62.9314
10855,Italian,Italian,European,1328.1276,5202.3391,47.8683,29.9639
10856,Italian,Italian,European,41.2331,965.4582,54.7839,64.8497
10857,Italian,Italian,European,23.2045,832.9593,10.1195,82.1659
10858,Italian,Italian,European,447.1475,2344.905,73.8567,23.7339
10859,Italian,Italian,European,185.4741,1252.4368,33.9428,47.0151
10860,Italian,Italian,European,36.3306,1009.84,25.3478,86.736
10861,Italian,Italian,European,110.5376,1557.2131,56.2186,112.1606
10862,Italian,Italian,European,34.9571,152.065,7.8846,0.8415
10863,Italian,Italian,European,0.36,71.5,6.28,4.755
10864,Italian,Italian,European,22.0264,90.045,2.101,0.5772
10865,Italian,Italian,European,64.5899,764.1779,15.0295,56.057
10866,Italian,Italian,European,83.2294,2539.8382,140.627,185.0359
10867,Italian,Italian,European,129.8193,1041.4996,27.0785,57.4016
10868,Italian,Italian,European,5.2433,262.6899,33.3629,11.1789
10869,Italian,Italian,European,104.6047,1789.1942,87.4689,115.7388
10870,Italian,Italian,European,521.589,4088.84,28.5157,220.0567
10871,Italian,Italian,European,618.4544,6443.632,79.4208,420.276
10872,Italian,Italian,European,450.5725,4128.6003,152.6207,192.4264
10873,Italian,Italian,European,161.0869,4287.9475,382.6896,228.1481
10874,Italian,Italian,European,38.9634,715.5865,44.1255,43.1287
10875,Italian,Italian,European,295.1845,1910.144,34.5598,72.5258
10876,Italian,Italian,European,136.7262,550.0247,6.0935,2.7277
10877,Italian,Italian,European,220.8294,3583.852,250.0347,186.9345
10878,Italian,Italian,European,361.7569,3239.828,73.316,186.7837
10879,Italian,Italian,European,22.7398,965.7831,44.066,78.5311
10880,Italian,Italian,European,837.0411,3906.6263,119.3431,22.2961
10881,Italian,Italian,European,16.3301,1080.0012,181.8706,28.0814
10882,Italian,Italian,European,0,162.45,0.1665,18
10883,Italian,Italian,European,48.4331,315.9673,3.142,14.0291
10884,Italian,Italian,European,7.8748,49.554,4.2984,0.162
10885,Italian,Italian,European,,,,
10886,Italian,Italian,European,175.2201,2164.1368,26.8866,157.0204
10887,Italian,Italian,European,0,238.68,0,27
10888,Italian,Italian,European,211.4566,1139.281,32.9521,15.8989
10889,Italian,Italian,European,17.3671,199.828,2.0838,13.719
10890,Italian,Italian,European,352.5292,2263.7105,55.1515,68.7549
10891,Italian,Italian,European,42.8126,2668.655,41.6223,266.1798
10892,Italian,Italian,European,167.2446,1957.562,17.8454,138.4282
10893,Italian,Italian,European,63.7956,2350.7894,241.9304,128.2595
10894,Italian,Italian,European,192.6652,1674.3889,69.1377,73.2821
10895,Italian,Italian,European,316.5271,2723.734,72.078,149.1715
10896,Italian,Italian,European,16.8857,256.4256,14.405,14.8437
10897,Italian,Italian,European,96.1702,890.703,0,57.293
10898,Italian,Italian,European,80.0427,10843.5681,2252.4646,107.108
10899,Italian,Italian,European,0,0,0,0
10900,Italian,Italian,European,5.1582,843.72,6.7632,90.06
10901,Italian,Italian,European,110.627,1028.6493,103.8208,20.9403
10902,Italian,Italian,European,18.7566,698.6349,139.6927,6.9316
10903,Italian,Italian,European,4.6157,70.8745,12.0515,0.354
10904,Italian,Italian,European,20.9377,91.733,3.8108,0.5847
10905,Italian,Italian,European,2.4311,91.019,7.225,5.736
10906,Italian,Italian,European,44.3959,2768.1482,84.7376,257.6845
10907,Italian,Italian,European,186.6709,1521.316,40.2198,71.8728
10908,Italian,Italian,European,77.0827,422.431,18.0034,10.8051
10909,Italian,Italian,European,55.3069,244.0063,10.0959,1.1155
10910,Italian,Italian,European,66.34,871.1266,0.1217,72.8616
10911,Italian,Italian,European,143.0806,885.0153,44.4589,16.143
10912,Italian,Italian,European,147.1051,2206.355,220.1206,76.7767
10913,Italian,Italian,European,40.385,533.184,0.694,40.53
10914,Italian,Italian,European,301.0503,2213.1335,49.9947,87.9699
10915,Italian,Italian,European,20.5032,461.88,12.3012,39.684
10916,Italian,Italian,European,31.4317,622.6175,15.2696,51.3205
10917,Italian,Italian,European,184.8391,1070.9015,31.048,21.2952
10918,Italian,Italian,European,13.4666,112.7791,11.6915,1.451
10919,Italian,Italian,European,43.5903,1441.4975,23.6073,133.4365
10920,Italian,Italian,European,15.5706,774.1474,31.8052,66.1303
10921,Italian,Italian,European,991.5541,3773.893,9.979,2.7216
10922,Italian,Italian,European,245.4122,1870.08,80.0312,59.037
10923,Italian,Italian,European,210.3342,2408.104,16.403,176.9994
10924,Italian,Italian,European,16.487,765.232,13.423,74.2861
10925,Italian,Italian,European,368.3022,1616.8537,13.4648,23.7145
10926,Italian,Italian,European,165.7084,1587.4397,78.0239,68.6121
10927,Italian,Italian,European,443.9129,2158.6866,83.6243,10.8007
10928,Italian,Italian,European,10.919,462.7697,9.5434,46.1952
10929,Italian,Italian,European,391.2743,2368.7156,125.997,41.2616
10930,Italian,Italian,European,29.5751,204.749,4.3192,9.7637
10931,Italian,Italian,European,51.5395,2276.5112,4.6711,234.838
10932,Italian,Italian,European,93.5034,587.411,18.4572,17.0711
10933,Italian,Italian,European,437.9357,7394.6137,497.749,422.4702
10934,Italian,Italian,European,4.1992,493.614,0,54
10935,Italian,Italian,European,135.0771,666.077,12.9296,9.8439
10936,Italian,Italian,European,233.052,1890.828,132.0433,62.9828
10937,Italian,Italian,European,53.3595,685.4352,36.6925,39.058
10938,Italian,Italian,European,31.8466,141.045,5.8156,1.0127
10939,Italian,Italian,European,32.7568,2346.6146,116.8917,192.785
10940,Italian,Italian,European,74.2134,1049.18,22.2814,74.8786
10941,Italian,Italian,European,91.649,770.6543,19.9834,43.7936
10942,Italian,Italian,European,14.1203,550.6015,0.7583,54.6905
10943,Italian,Italian,European,347.7814,1730.995,57.4441,7.9597
10944,Italian,Italian,European,33.3122,6571.55,143.0037,653.7501
10945,Italian,Italian,European,3.6729,15.015,0.3504,0.0962
10946,Italian,Italian,European,2.3492,1765.3112,0.4328,198.5508
10947,Italian,Italian,European,41.261,208.4885,13.8447,1.662
10948,Italian,Italian,European,186.6112,2381.44,122.976,127.6608
10949,Italian,Italian,European,48.3725,617.6304,98.4951,3.7562
10950,Italian,Italian,European,,,,
10951,Italian,Italian,European,62.9011,274.621,12.7431,1.5401
10952,Italian,Italian,European,5.088,1971.28,6.048,219.2288
10953,Italian,Italian,European,300.6627,6993.84,10.791,654.1683
10954,Italian,Italian,European,437.6492,3257.0562,35.4299,171.1609
10955,Italian,Italian,European,67.3974,659.2841,11.0973,42.84
10956,Italian,Italian,European,70.6403,300.9107,10.5839,1.8912
10957,Italian,Italian,European,0.9918,180.9867,39.4608,1.0067
10958,Italian,Italian,European,321.98,2554.6646,139.9968,100.831
10959,Italian,Italian,European,40.083,1267.4457,156.3714,54.9986
10960,Italian,Italian,European,2.3608,2958.7,19.8565,323.0703
10961,Italian,Italian,European,1407.7749,6728.7707,209.9907,41.8624
10962,Italian,Italian,European,142.5179,2681.343,264.937,109.4966
10963,Italian,Italian,European,51.3119,2498.72,144.1487,189.7616
10964,Italian,Italian,European,39.5032,544.524,8.6118,41.7876
10965,Italian,Italian,European,55.7607,3907.0635,50.6907,398.8915
10966,Italian,Italian,European,35.7669,271.2756,7.6097,14.4448
10967,Italian,Italian,European,89.2459,3051.746,18.8482,293.4322
10968,Italian,Italian,European,73.8754,966.552,15.44,67.6112
10969,Italian,Italian,European,37.5273,2276.9235,18.2463,233.3796
10970,Italian,Italian,European,32.782,874.872,140.795,18.5309
10971,Italian,Italian,European,2.696,3853.433,1.6718,434.129
10972,Italian,Italian,European,4.1908,122.5088,2.6918,11.5674
10973,Italian,Italian,European,301.4451,2749.7088,174.0945,92.8086
10974,Italian,Italian,European,310.737,1625.1095,52.7629,18.1498
10975,Italian,Italian,European,49.23,1828.4323,27.9676,174.997
10976,Italian,Italian,European,281.2364,1638.8995,47.0361,33.5352
10977,Italian,Italian,European,80.4543,1429.345,107.3676,74.1473
10978,Italian,Italian,European,20.112,644.3824,13.9203,61.7327
10979,Italian,Italian,European,242,2346.84,43.18,134.408
10980,Italian,Italian,European,30.7792,922.8436,147.419,22.6459
10981,Italian,Italian,European,64.3321,546.4833,21.1393,26.4995
10982,Italian,Italian,European,71.82,3564,39.204,374.544
10983,Italian,Italian,European,21.7866,559.8381,13.4852,49.4994
10984,Italian,Italian,European,66.3425,606.7267,23.027,29.2292
10985,Italian,Italian,European,55.7678,1369.7003,57.7454,105.3494
10986,Italian,Italian,European,8.5542,301.4265,7.0817,27.6378
10987,Italian,Italian,European,135.7128,966.6821,107.011,4.4377
10988,Italian,Italian,European,71.7032,451.0606,16.2074,17.1276
10989,Italian,Italian,European,81.0168,1309.3019,16.2322,110.1119
10990,Italian,Italian,European,58.0695,1409.401,166.8604,52.3865
10991,Italian,Italian,European,47.8321,1735.17,42.4389,158.2764
10992,Italian,Italian,European,2.9754,968.13,0.5724,108.045
10993,Italian,Italian,European,130.3465,1150.278,34.9807,57.5432
10994,Italian,Italian,European,190.907,1364.908,44.7151,61.8448
10995,Italian,Italian,European,,,,
10996,Italian,Italian,European,235.8944,2659.315,43.809,180.9211
10997,Italian,Italian,European,132.9259,1758.026,62.2896,117.3634
10998,Italian,Italian,European,36.8449,160.094,8.2063,1.2449
10999,Italian,Italian,European,26.8605,2445.7299,357.3663,92.1174
11000,Italian,Italian,European,131.0571,1517.9862,208.2097,22.0033
11001,Italian,Italian,European,34.2512,214.6896,6.8909,7.8841
11002,Italian,Italian,European,38.3615,697.3053,34.1049,49.5551
11003,Italian,Italian,European,70.7125,4533.7,32.1975,460.265
11004,Italian,Italian,European,52.1087,712.7083,21.8874,49.3257
11005,Italian,Italian,European,142.4608,1778.5741,215.6459,33.3299
11006,Italian,Italian,European,76.368,763.68,14.104,44.72
11007,Italian,Italian,European,655.2935,3652.324,58.7468,94.2229
11008,Italian,Italian,European,8.6046,174.2869,5.5012,14.4151
11009,Italian,Italian,European,8.2854,36.095,1.5594,0.8203
11010,Italian,Italian,European,6.6403,433.6751,90.9471,2.6611
11011,Italian,Italian,European,16.4762,572.82,5.3808,54.7034
11012,Italian,Italian,European,14.2294,609.05,10.8795,58.7448
11013,Italian,Italian,European,179.8252,994.405,28.5036,20.2484
11014,Italian,Italian,European,12.347,1007.799,2.2433,108.3449
11015,Italian,Italian,European,26.6958,451.3095,20.5745,31.11
11016,Italian,Italian,European,8.3983,271.188,0,27
11017,Italian,Italian,European,108.8111,2621.434,21.5115,239.465
11018,Italian,Italian,European,6.6426,266.86,1.4236,27.3562
11019,Italian,Italian,European,6.5114,668.6297,1.0229,72.9541
11020,Italian,Italian,European,75.1019,971.4679,20.2296,74.0499
11021,Italian,Italian,European,12.1116,162.1852,1.0555,13.8927
11022,Italian,Italian,European,34.4765,311.0453,32.6461,4.5864
11023,Italian,Italian,European,34.1704,396.7832,9.3718,28.0547
11024,Italian,Italian,European,7.8601,33.408,1.4606,0.7103
11025,Italian,Italian,European,14.5111,924.1705,1.1062,98.1907
11026,Italian,Italian,European,1.2252,488.46,1.4328,54.054
11027,Italian,Italian,European,11.9672,4892,8.7632,544.06
11028,Italian,Italian,European,389.0366,2408.902,82.2931,58.5476
11029,Italian,Italian,European,0.8191,3.5126,0.1479,0.0312
11030,Italian,Italian,European,137.5568,1104.3721,57.5952,38.0055
11031,Italian,Italian,European,61.9086,1168.1967,100.2758,59.3426
11032,Italian,Italian,European,11.6028,204.2447,8.2579,14.8194
11033,Italian,Italian,European,28.3643,449.6067,21.7343,30.1633
11034,Italian,Italian,European,58.4016,1300.8583,16.3026,113.0622
11035,Italian,Italian,European,835.5805,9694.5054,110.4242,688.1067
11036,Italian,Italian,European,159.7692,1919.0374,134.8702,91.1603
11037,Italian,Italian,European,144.6318,1632.4609,131.3737,65.2734
11038,Italian,Italian,European,164.8683,3467.2694,82.4404,283.008
11039,Italian,Italian,European,13.2078,103.502,2.6962,4.5118
11040,Italian,Italian,European,4.6312,2302.5352,180.1816,171.4228
11041,Italian,Italian,European,14.6335,2276.9971,57.8517,228.8403
11042,Italian,Italian,European,48.1261,1960.8925,151.7368,127.0006
11043,Italian,Italian,European,4.3788,459.5741,45.6918,28.2065
11044,Italian,Italian,European,38.3016,2251.0583,33.1626,222.1022
11045,Italian,Italian,European,58.716,1314,48.78,103.896
11046,Italian,Italian,European,1.0498,83.6235,0,9
11047,Italian,Italian,European,29.6858,477.2448,0.4033,40.5691
11048,Italian,Italian,European,39.8713,627.4073,4.692,51.5778
11049,Italian,Italian,European,0.36,71.5,6.28,4.755
11050,Italian,Italian,European,17.0815,3989.507,110.6504,394.5228
11051,Italian,Italian,European,5.7942,29.485,0.2018,0.0214
11052,Italian,Italian,European,1.44,286,25.12,19.02
11053,Italian,Italian,European,0.9918,243.15,0.1908,27.015
11054,Italian,Italian,European,147.902,1106.6655,23.2097,57.4936
11055,Italian,Italian,European,527.8459,3463.504,69.0185,122.6435
11056,Italian,Italian,European,68.3186,415.2362,12.0566,15.1963
11057,Italian,Italian,European,7.2781,238.6664,15.4485,17.6495
11058,Italian,Italian,European,166.9797,2369.1376,214.1164,101.5706
11059,Italian,Italian,European,31.9181,619.797,3.8195,54.5954
11060,Italian,Italian,European,36.7127,369.26,19.7229,17.6064
11061,Italian,Italian,European,7.1484,1124.8841,4.7212,120.5478
11062,Italian,Italian,European,26.2352,151.855,3.9013,4.9385
11063,Italian,Italian,European,192.2961,2010.286,42.136,128.3622
11064,Italian,Italian,European,21.7821,806.1682,19.864,72.3878
11065,Italian,Italian,European,83.9489,1272.0699,133.2315,49.7882
11066,Italian,Italian,European,175.1607,1977.6593,117.6326,90.3926
11067,Italian,Italian,European,,,,
11068,Italian,Italian,European,32.6743,143.949,5.7616,0.7597
11069,Italian,Italian,European,137.3732,1317.006,40.217,71.87
11070,Italian,Italian,European,1.2252,11.1,1.4328,0.054
11071,Italian,Italian,European,10.9485,1011.1808,0.3273,108.0047
11072,Italian,Italian,European,1.9836,8.94,0.3816,0.03
11073,Italian,Italian,European,32.7142,2347.2218,7.8653,246.9465
11074,Italian,Italian,European,7.7308,778.027,0.939,83.273
11075,Italian,Italian,European,52.448,1320.162,189.5571,36.0351
11076,Italian,Italian,European,33.9433,2231.28,11.6255,237.1575
11077,Italian,Italian,European,30.5839,626.3965,26.1768,48.2839
11078,Italian,Italian,European,128.7782,712.9792,25.4704,17.8751
11079,Italian,Italian,European,42.0036,6887.2654,233.0515,640.5195
11080,Italian,Italian,European,409.1901,2152.825,66.8887,23.1443
11081,Italian,Italian,European,510.5944,8377.3786,74.982,701.0069
11082,Italian,Italian,European,66.6533,258,0,0
11083,Italian,Italian,European,16.6946,909.2309,1.4135,92.8501
11084,Italian,Italian,European,305.1783,1523.3015,51.9076,6.8284
11085,Italian,Italian,European,28.6209,722.8133,58.2883,43.7175
11086,Italian,Italian,European,75.5751,2221.537,8.4907,224.0275
11087,Italian,Italian,European,67.2707,346.1804,14.3153,5.2149
11088,Italian,Italian,European,543.4431,3946.2091,213.1268,106.2048
11089,Italian,Italian,European,16.4939,539.9668,51.7292,29.9532
11090,Italian,Italian,European,1001.4254,6317.0549,239.0298,156.2625
11091,Italian,Italian,European,135.278,814.096,25.1225,19.0225
11092,Italian,Italian,European,22.4721,768.6344,17.1176,71.2547
11093,Italian,Italian,European,30.4982,375.4217,6.8931,28.1689
11094,Italian,Italian,European,51.786,307.599,9.3615,10.3493
11095,Italian,Italian,European,113.6933,708.722,12.7614,28.6593
11096,Italian,Italian,European,41.6094,416.91,5.8906,27.8247
11097,Italian,Italian,European,223.3351,2512.1255,114.2943,129.647
11098,Italian,Italian,European,433.295,3376.869,102.9712,144.9638
11099,Italian,Italian,European,186.6112,2381.44,122.976,127.6608
11100,Italian,Italian,European,62.8313,1159.004,94.6332,58.5729
11101,Italian,Italian,European,7.7058,638.4476,108.9136,17.2142
11102,Italian,Italian,European,610.3381,3041.178,103.044,13.9356
11103,Italian,Italian,European,288.4036,1750.4,41.4327,46.2349
11104,Italian,Italian,European,203.1082,965.2498,36.8865,3.5251
11105,Italian,Italian,European,518.229,5010.0375,180.0139,248.6601
11106,Italian,Italian,European,60.8561,686.647,31.8942,37.7375
11107,Italian,Italian,European,219.3024,1335.376,29.526,43.065
11108,Italian,Italian,European,154.8496,1310.6565,81.9093,42.3876
11109,Italian,Italian,European,803.9563,3108.8083,0.4858,0.1325
11110,Italian,Italian,European,19.0571,999.0008,101.0783,58.1304
11111,Italian,Italian,European,3.3104,210.581,1.9875,21.7364
11112,Italian,Italian,European,175.8628,1750.0413,9.45,121.8076
11113,Italian,Italian,European,30.4482,1775.76,30.0393,175.7055
11114,Italian,Italian,European,812.267,3167.824,1.0444,2.204
11115,Italian,Italian,European,369.4216,2227.543,77.5387,45.9096
11116,Italian,Italian,European,139.9424,1115.8094,29.6391,60.3394
11117,Italian,Italian,European,31.064,1506.388,109.9072,108.036
11118,Italian,Italian,European,23.9756,95.7372,1.6491,0.4427
11119,Italian,Italian,European,91.7534,889.2276,19.455,58.3867
11120,Italian,Italian,European,3.0432,1450.6319,0.5804,162.5949
11121,Italian,Italian,European,6.1643,1584.2095,65.3223,142.1857
11122,Italian,Italian,European,32.36,2567.1955,304.2157,126.5065
11123,Italian,Italian,European,216.5373,3429.404,50.2032,274.7703
11124,Italian,Italian,European,53.7288,2159.2993,8.9517,217.6523
11125,Italian,Italian,European,31.0752,6274.9337,323.913,542.6412
11126,Italian,Italian,European,217.2475,2487.138,20.2678,173.273
11127,Italian,Italian,European,30.9576,1600.263,80.5517,126.9447
11128,Italian,Italian,European,53.0724,363.819,14.725,14.1916
11129,Italian,Italian,European,14.3289,355.8125,15.5548,28.1099
11130,Italian,Italian,European,66.2239,479.0683,38.8137,7.5506
11131,Italian,Italian,European,10.3697,2078.768,18.8478,219.2728
11132,Italian,Italian,European,19.0227,5629.583,22.408,622.0988
11133,Italian,Italian,European,104.1845,639.8425,28.6468,20.8606
11134,Italian,Italian,European,,,,
11135,Italian,Italian,European,13.7576,413.5773,0.937,40.6757
11136,Italian,Italian,European,200.2009,2718.28,3.597,218.0561
11137,Italian,Italian,European,313.2896,2074.2039,32.2264,86.1016
11138,Italian,Italian,European,167.5757,843.171,30.1642,4.1645
11139,Italian,Italian,European,161.0454,1878.7493,143.6346,79.0529
11140,Italian,Italian,European,104.3709,4530.1731,22.3053,467.5712
11141,Italian,Italian,European,31.9876,942.04,58.9176,65.4168
11142,Italian,Italian,European,59.0693,1194.904,3.3367,110.664
11143,Italian,Italian,European,4.959,1949.47,0.954,218.075
11144,Italian,Italian,European,60.1827,748.3217,38.1158,39.0505
11145,Italian,Italian,European,42.9789,716.3317,69.6043,30.6371
11146,Italian,Italian,European,125.8058,737.64,41.9064,8.3798
11147,Italian,Italian,European,67.0574,328.9436,10.8047,6.0822
11148,Italian,Italian,European,49.921,2152.135,33.4451,212.0962
11149,Italian,Italian,European,505.129,5724.3855,158.0339,337.7963
11150,Italian,Italian,European,373.0661,3618.8504,55.0256,231.4077
11151,Italian,Italian,European,76.577,1657.147,62.771,130.5381
11152,Italian,Italian,European,21.3333,197.3333,21.3333,2.6667
11153,Italian,Italian,European,245.099,3797.351,209.7462,219.4266
11154,Italian,Italian,European,100.4632,2027.48,25.6032,173.108
11155,Italian,Italian,European,124.1009,537.517,26.0821,3.4972
11156,Italian,Italian,European,1.0844,11.55,0.1285,0.7988
11157,Italian,Italian,European,279.0703,7448.6961,92.0216,687.5103
11158,Italian,Italian,European,123.7231,896.9768,23.8236,44.1249
11159,Italian,Italian,European,8.3254,610.2432,44.395,43.7153
11160,Italian,Italian,European,33.5368,148.0913,5.7005,1.015
11161,Italian,Italian,European,119.4099,1687.02,44.1187,126.1771
11162,Italian,Italian,European,664.0449,4776.3343,173.8424,158.7277
11163,Italian,Italian,European,177.8606,758.2567,19.9581,1.8144
11164,Italian,Italian,European,180.9019,955.2659,56.5052,6.0659
11165,Italian,Italian,European,70.5791,326.5869,15.9665,3.6287
11166,Italian,Italian,European,8.6593,553.484,15.8158,52.075
11167,Italian,Italian,European,4.1471,21.264,0.54,0.2568
11168,Italian,Italian,European,0.6103,778.124,70.0162,53.8118
11169,Italian,Italian,European,603.9963,2400.2956,0.4858,0.1325
11170,Italian,Italian,European,2.3542,216.938,18.84,14.265
11171,Italian,Italian,European,5.4244,266.034,1.4328,27.054
11172,Italian,Italian,European,18.9795,397.8125,9.5814,32.4787
11173,Italian,Italian,European,4.0192,1920.089,0.239,216.075
11174,Italian,Italian,European,28.2359,894.134,91.3696,43.9091
11175,Italian,Italian,European,322.7509,6386.373,64.5499,563.6858
11176,Italian,Italian,European,4.2638,21.1116,0.3971,0.0302
11177,Italian,Italian,European,96.5772,15789.6345,49.2312,1738.0623
11178,Italian,Italian,European,17.5342,358.4994,18.774,24.6332
11179,Italian,Italian,European,556.6649,4706.0436,190.9315,186.3016
11180,Italian,Italian,European,252.3238,1254.8267,41.4443,5.868
11181,Italian,Italian,European,237.0616,1283.386,37.1495,18.7886
11182,Italian,Italian,European,37.9211,406.5405,5.9416,28.0943
11183,Italian,Italian,European,51.7342,1213.4095,14.9703,110.8707
11184,Italian,Italian,European,33.593,1058.2636,34.1625,88.7592
11185,Italian,Italian,European,32.873,784.5899,7.951,73.4631
11186,Italian,Italian,European,2.4596,318.307,6.28,31.755
11187,Italian,Italian,European,158.5745,2665.9994,175.5784,154.8138
11188,Italian,Italian,European,56.0409,2224.9667,98.1658,187.7766
11189,Italian,Italian,European,3.9672,256.56,0.7632,27.06
11190,Italian,Italian,European,23.3398,465.9224,14.6397,38.5048
11191,Italian,Italian,European,63.9527,773.7266,17.1704,56.6512
11192,Italian,Italian,European,277.5293,1412.332,42.1536,12.9379
11193,Italian,Italian,European,207.8265,2157.496,72.1708,124.1127
11194,Italian,Italian,European,66.1897,1384.1644,43.7137,115.3908
11195,Italian,Italian,European,501.691,2644.468,37.685,60.551
11196,Italian,Italian,European,204.8626,1935.394,18.84,123.265
11197,Italian,Italian,European,438.465,15558.4353,783.3618,1208.2267
11198,Italian,Italian,European,418.2174,7132.877,37.8192,607.1216
11199,Italian,Italian,European,24.9854,3375.1507,728.304,19.3284
11200,Italian,Italian,European,30.0743,365.0597,6.8068,24.484
11201,Italian,Italian,European,79.9791,3053.0243,404.8972,124.9679
11202,Italian,Italian,European,439.9286,2898.2582,80.7803,87.6699
11203,Italian,Italian,European,17.5518,716.67,12.8352,69.381
11204,Italian,Italian,European,270.3703,2779.926,2.2584,194.8062
11205,Italian,Italian,European,26.1706,976.8899,11.0312,94.6085
11206,Italian,Italian,European,54.5462,591.6095,17.6184,36.3579
11207,Italian,Italian,European,,,,
11208,Italian,Italian,European,165.1077,2551.5753,139.8941,146.2957
11209,Italian,Italian,European,98.336,779.5868,14.5923,37.131
11210,Italian,Italian,European,103.0125,801.7822,19.2724,43.3137
11211,Italian,Italian,European,113.429,1609.144,10.3558,127.3158
11212,Italian,Italian,European,21.4668,378.4925,20.6738,25.1115
11213,Italian,Italian,European,22.139,231.675,8.9619,12.1065
11214,Italian,Italian,European,678.0811,3857.458,55.3126,130.0154
11215,Italian,Italian,European,95.7785,1268.8103,169.7587,29.2148
11216,Italian,Italian,European,71.6451,1147.761,59.5551,74.8301
11217,Italian,Italian,European,39.6971,961.7855,38.568,76.1647
11218,Italian,Italian,European,72.2159,1718.5945,44.0261,142.068
11219,Italian,Italian,European,126.5712,931.9332,29.4171,45.6421
11220,Italian,Italian,European,92.0126,891.5174,21.0913,57.4439
11221,Italian,Italian,European,135.5993,2621.867,123.2483,181.9185
11222,Italian,Italian,European,30.4483,647.4303,5.6861,55.1477
11223,Italian,Italian,European,33.4023,632.298,5.8737,54.9752
11224,Italian,Italian,European,160.596,1637.081,70.2432,82.5131
11225,Italian,Italian,European,46.7071,457.2413,11.7551,28.3411
11226,Italian,Italian,European,230.4653,1409.642,45.4687,32.744
11227,Italian,Italian,European,127.4352,1487.521,62.2704,81.1171
